USG Mamas - BI-RADS;Categoria | 0-6;20;5-6 (Maligno);4B-4C (Alta susp);4A (Baixa susp);3 (Prov benigno);2 (Benigno);1 (Negativo)
USG Transvaginal - Espessura Endometrial Pós-Menopausa;mm | milímetros;20;>11;8 a 11;5 a 7.9;4 a 4.9;<4;
USG Transvaginal - O-RADS;Categoria | 1-5;20;5 (≥50%);4 (10-50%);3 (1-10%);2 (<1%);1 (0%);
USG Transvaginal - Volume Ovariano;cm³ | centímetros cúbicos;20;>15;10 a 15;8 a 9.9;3 a 7.9;;;
Doppler Aorta - PSV Artéria Renal;cm/s | centímetros por segundo;20;≥300;200 a 299;180 a 199;<180;;
Doppler Aorta - RAR (Renal-Aortic Ratio);ratio | razão PSV renal/aorta;20;≥3.5;3.0 a 3.4;<3.0;;;
Doppler Carótidas - PSV Carótida Interna;cm/s | centímetros por segundo;20;>230;125 a 230;<125 (c/ placa);<125 (s/ placa);;
Doppler Carótidas - Estenose Carotídea;% | porcentagem NASCET;20;70-99%;50-69%;1-49%;0%;;
USG Abdome - Esteatose Hepática;Grau | 0-III;20;III (>66%);II (34-66%);I (5-33%);0 (Normal);;
USG Abdome - CAP Score;dB/m | decibéis por metro;20;>290;268 a 290;248 a 267;238 a 247;<238;
USG Abdome - FIB-4 Score (36-65 anos);índice | (Idade×AST)÷(Plaq×√ALT);20;>2.67;1.3 a 2.67;<1.3;;;
USG Abdome - FIB-4 Score (>65 anos);índice | (Idade×AST)÷(Plaq×√ALT);20;>2.0;1.0 a 2.0;<1.0;;;
USG Abdome - Diâmetro Craniocaudal Fígado;cm | linha hemiclavicular direita;20;>18;16 a 18;15 a 15.9;12 a 14.9;<12;
USG Abdome - Colelitíase;Qualitativo | Presente/Ausente;20;Múltiplos >10mm;Único >10mm;Múltiplos <10mm;Único <10mm;Ausente;
USG Abdome - Pólipo Vesicular;mm | milímetros;20;≥10;6 a 9.9;<6;Ausente;;
USG Abdome - Espessura Parede Vesicular;mm | milímetros;20;>5;4 a 5;3 a 3.9;<3 (Normal);;
USG Abdome - Diâmetro Baço;cm | maior diâmetro;20;>14;13 a 14;12 a 12.9;11 a 11.9;<11 (Normal);
USG Abdome - Tamanho Rim Direito;cm | comprimento longitudinal;20;<8;>13;8 a 8.9;12 a 13;9 a 11.9;11 a 12
USG Abdome - Tamanho Rim Esquerdo;cm | comprimento longitudinal;20;<8;>13.5;8 a 9.4;12.5 a 13.5;9.5 a 11.4;11.5 a 12.4
USG Abdome - Cistos Renais (Bosniak);Categoria | I-IV;20;IV (Maligno);III (Indeterminado);IIF (Follow-up);II (Benigno complexo);I (Simples);Ausente
USG Abdome - Maior Cálculo Renal;mm | milímetros;20;≥20;10 a 19.9;5 a 9.9;<5;Ausente;
USG Abdome - Hidronefrose;Grau | 0-IV;20;IV (Função renal crítica);III (Moderada-Severa);II (Moderada);I (Leve);0 (Ausente);
USG Abdome - Resíduo Pós-Miccional;mL | mililitros;20;>200;100 a 200;50 a 99.9;<50;;
USG Abdome - Ascite;Qualitativo | Volumosa/Mod/Leve/Ausente;20;Volumosa;Moderada;Leve;Ausente;;
USG Próstata - Volume Prostático;cm³ | centímetros cúbicos;20;>80;50 a 80;30 a 49;<30;;
USG Próstata - Densidade PSA (PSAD);ng/mL/cm³ | PSA÷Volume;20;>0.20;0.15 a 0.20;0.10 a 0.14;<0.10;;
TC Tórax - Maior Nódulo Sólido;mm | milímetros;20;>8;6 a 8;<6;Ausente;;
TC Tórax - Enfisema (Goddard Score);score | 0-24 pontos;20;13 a 24;7 a 12;1 a 6;0;;
Endoscopia Alta - Esofagite (LA Classification);Grau | A-D;20;D (≥75% circunf);C (<75% circunf);B (>5mm);A (≤5mm);Normal;
Endoscopia Alta - Barrett Esophagus (Prague C);cm | circunferencial GE junction;20;≥5;3 a 4.9;1 a 2.9;<1;0 (Ausente);
Endoscopia Alta - OLGA/OLGIM Stage;Stage | 0-IV;20;IV (Ambos extenso);III (Um extenso);II (Moderado);I (Mínimo);0 (Ausente);
Colonoscopia - Número Total Adenomas;número | contagem adenomas;20;≥10 (Poliposis);5 a 9 (Alto risco);3 a 4 (Risco intermediário);2 (Baixo-int);1 (Baixo);0 (Nenhum)
Colonoscopia - Mayo Score UC;score | 0-3 Colite Ulcerativa;20;Mayo 3 (Severo);Mayo 2 alto (Mod-severo);Mayo 2 baixo (Moderado);Mayo 1 alto (Leve-mod);Mayo 1 baixo (Leve);Mayo 0 (Remissão)
Colonoscopia - SES-CD Crohn;score | 0-56 Crohn ativo;20;>36 (Muito severo);23 a 36 (Severo);15 a 22 (Moderado);7 a 14 (Leve);4 a 6 (Baixo);0 a 3 (Remissão)
Angiotomografia Coronariana - CAD-RADS;Categoria | 0-5;20;5 (100%);4B-4A (70-99% ou 3v);3 (50-69%);2 (25-49%);1 (1-24%);0 (0%)
ECG - Frequência Cardíaca;bpm | batimentos por minuto;20;<40;≥120;40 a 59;100 a 119;60 a 89;90 a 99
ECG - QTc (Bazett) - Homens;ms | milissegundos;20;≥500;470 a 499;451 a 469;431 a 450;<430;
ECG - QTc (Bazett) - Mulheres;ms | milissegundos;20;≥500;480 a 499;471 a 479;461 a 470;<460;
ECG - Intervalo PR;ms | milissegundos;20;>300;<100;201 a 300;100 a 119;120 a 139;140 a 200
ECG - Duração QRS;ms | milissegundos;20;≥150;<70;120 a 149;70 a 79;110 a 119;80 a 109
ECG - Sokolow-Lyon (S V1 + R V5/V6);mm | milímetros;20;≥50;<15;40 a 49;15 a 24;35 a 39;25 a 34
ECG - Cornell Voltage - Homens (R aVL + S V3);mm | milímetros;20;≥40;<10;31 a 39;10 a 19;28 a 30;20 a 27
ECG - Cornell Voltage - Mulheres (R aVL + S V3);mm | milímetros;20;≥35;<8;24 a 34;8 a 14;20 a 23;15 a 19
ECG - Eixo Cardíaco;graus | ° (QRS frontal);20;-90 a -180 ou +150 a +180;+120 a +149;-60 a -89;+91 a +119;-30 a -59;-29 a +90
Ecodopplercardiograma - FEVE Homens;% | fração ejeção VE;20;<40 (IC);40 a 49 (Leve↓);>75 (Hiperdinâmico);50 a 54 (Limítrofe);71 a 75 (Alto-normal);55 a 70 (Ótimo)
Ecodopplercardiograma - FEVE Mulheres;% | fração ejeção VE;20;<40 (IC);40 a 49 (Leve↓);>77 (Hiperdinâmico);50 a 54 (Limítrofe);71 a 77 (Alto-normal);55 a 70 (Ótimo)
Ecodopplercardiograma - GLS;% | global longitudinal strain;20;>-16 (Anormal);-16 a -17;-17.1 a -18;-18.1 a -20;-20.1 a -22;<-22 (Ótimo)
Ecodopplercardiograma - E/e' Média;ratio | pressões de enchimento VE;20;>14 (PVE↑);13 a 14;10 a 12.9;9 a 9.9;8 a 8.9;<8 (Ótimo)
Ecodopplercardiograma - LAVI;mL/m² | volume atrial esq indexado;20;>48 (Dilatação severa);40 a 48;<22 (Muito pequeno);34 a 39.9;28 a 33.9;22 a 27.9 (Ótimo)
Ecodopplercardiograma - TAPSE;mm | função sistólica VD;20;<16 (Disfunção VD);16 a 16.9;>30 (Hiperdinâmico);17 a 19;27 a 30;20 a 26 (Ótimo)
Densitometria - T-Score Coluna Lombar;score | desvios-padrão;20;<-2.5 (Osteoporose);-2.5 a -2.0;-2.0 a -1.5;-1.5 a -1.0 (Osteopenia);>-1.0 (Normal);
Densitometria - T-Score Colo Femoral;score | desvios-padrão;20;<-2.5 (Osteoporose);-2.5 a -2.0;-2.0 a -1.5;-1.5 a -1.0 (Osteopenia);>-1.0 (Normal);
Fundoscopia - Retinopatia Diabética;Grau | ETDRS;20;Proliferativa;Não-Prolif Severa;Não-Prolif Moderada;Não-Prolif Leve;Sem Retinopatia;
Fundoscopia - Retinopatia Hipertensiva;Grau | Keith-Wagener;20;IV (Papiledema);III (Hemorragias);II (Cruzamentos AV);I (Estreitamento);Sem Retinopatia;
Radiografia Panorâmica - Perda Óssea Alveolar;% | porcentagem;20;>60% (Severa);40-60% (Moderada);20-40% (Leve);<20% (Mínima);0% (Normal);
